Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_301,VAR_2_301,Individual,Census usually resident population count aged 15 years and over,2013,Count,Post-school qualification level of attainment,Not elsewhere included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Post-school qualification level of attainment (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_302,VAR_2_302,Individual,Census usually resident population count aged 15 years and over,2013,Count,Post-school qualification level of attainment,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Post-school qualification level of attainment (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_303,VAR_2_303,Individual,Census usually resident population count aged 15 years and over,2013,Count,Post-school qualification level of attainment,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Post-school qualification level of attainment (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_304,VAR_2_304,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,No post-school qualification,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (No post-school qualification)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_305,VAR_2_305,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 1 Certificate,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 1 Certificate)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_306,VAR_2_306,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 2 Certificate,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 2 Certificate)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_307,VAR_2_307,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 3 Certificate,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 3 Certificate)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_308,VAR_2_308,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 4 Certificate,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 4 Certificate)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_309,VAR_2_309,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 5 Diploma,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 5 Diploma)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_310,VAR_2_310,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level 6 Diploma,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level 6 Diploma)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_311,VAR_2_311,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Bachelor Degree and Level 7 qualification,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Bachelor Degree and Level 7 qualification)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_312,VAR_2_312,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Post-graduate and Honours Degrees,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Post-graduate and Honours Degrees)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_313,VAR_2_313,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Masters Degree,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Masters Degree)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_314,VAR_2_314,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Doctorate Degree,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Doctorate Degree)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_315,VAR_2_315,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Level not given (but subject given),"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Level not given (but subject given))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_316,VAR_2_316,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Not elsewhere included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_317,VAR_2_317,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_318,VAR_2_318,Individual,Census usually resident population count aged 15 years and over,2018,Count,Post-school qualification level of attainment,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Post-school qualification level of attainment (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_319,VAR_2_319,Individual,Census usually resident population count aged 15 years and over,2023,Count,Post-school qualification level of attainment,No post-school qualification,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Post-school qualification level of attainment (No post-school qualification)"
