residence_sa2,NZDep_Decile,scenario,car_commuters_out,od_charged_commuters,od_trapped_commuters,od_charged_share,od_burden
154101,7.0,1a,603.0,0,0,0.0,no_charge
158002,2.0,1a,507.0,12,12,0.0237,no_charge
158001,7.0,1a,522.0,0,0,0.0,no_charge
164302,8.0,1a,102.0,0,0,0.0,no_charge
164301,4.0,1a,93.0,0,0,0.0,no_charge
152300,7.0,1a,21.0,0,0,0.0,no_charge
148000,3.0,1a,342.0,0,0,0.0,no_charge
136200,3.0,1a,192.0,57,0,0.2969,no_charge
136001,4.0,1a,516.0,84,0,0.1628,no_charge
136900,5.0,1a,264.0,72,0,0.2727,no_charge
143301,3.0,1a,594.0,75,21,0.1263,no_charge
144400,2.0,1a,675.0,78,78,0.1156,no_charge
144800,2.0,1a,516.0,60,30,0.1163,no_charge
144201,6.0,1a,0.0,0,0,0.0,no_charge
140200,5.0,1a,570.0,57,18,0.1,no_charge
140800,3.0,1a,726.0,111,102,0.1529,no_charge
141500,4.0,1a,528.0,87,87,0.1648,no_charge
138700,5.0,1a,456.0,57,0,0.125,no_charge
141700,2.0,1a,408.0,78,78,0.1912,no_charge
116900,3.0,1a,690.0,36,36,0.0522,no_charge
148401,1.0,1a,447.0,6,6,0.0134,no_charge
149400,9.0,1a,804.0,30,30,0.0373,no_charge
148200,9.0,1a,525.0,6,6,0.0114,no_charge
148600,10.0,1a,648.0,0,0,0.0,no_charge
155801,10.0,1a,438.0,0,0,0.0,no_charge
123600,3.0,1a,747.0,72,51,0.0964,no_charge
122600,4.0,1a,453.0,12,0,0.0265,no_charge
123400,4.0,1a,756.0,63,18,0.0833,no_charge
131801,5.0,1a,381.0,81,0,0.2126,no_charge
132900,7.0,1a,471.0,39,39,0.0828,no_charge
117500,3.0,1a,642.0,30,30,0.0467,no_charge
131500,7.0,1a,591.0,75,75,0.1269,no_charge
130902,4.0,1a,492.0,24,24,0.0488,no_charge
130801,8.0,1a,399.0,30,30,0.0752,no_charge
130100,6.0,1a,645.0,54,54,0.0837,no_charge
129600,7.0,1a,738.0,60,60,0.0813,no_charge
130901,7.0,1a,570.0,54,54,0.0947,no_charge
145800,8.0,1a,933.0,111,111,0.119,no_charge
144700,9.0,1a,714.0,60,27,0.084,no_charge
137100,9.0,1a,435.0,21,21,0.0483,no_charge
128902,8.0,1a,348.0,12,12,0.0345,no_charge
128901,6.0,1a,384.0,36,36,0.0938,no_charge
129501,8.0,1a,564.0,48,48,0.0851,no_charge
144001,1.0,1a,681.0,141,141,0.207,no_charge
145102,3.0,1a,234.0,24,12,0.1026,no_charge
145101,1.0,1a,612.0,84,66,0.1373,no_charge
124000,5.0,1a,930.0,60,36,0.0645,no_charge
124600,6.0,1a,435.0,15,6,0.0345,no_charge
122700,5.0,1a,774.0,57,57,0.0736,no_charge
123300,4.0,1a,885.0,42,42,0.0475,no_charge
123100,5.0,1a,630.0,42,30,0.0667,no_charge
153100,3.0,1a,516.0,6,6,0.0116,no_charge
158502,5.0,1a,564.0,15,15,0.0266,no_charge
158501,8.0,1a,300.0,0,0,0.0,no_charge
136100,6.0,1a,84.0,6,0,0.0714,no_charge
136002,4.0,1a,126.0,21,0,0.1667,no_charge
153000,10.0,1a,369.0,6,6,0.0163,no_charge
137300,5.0,1a,174.0,6,6,0.0345,no_charge
138000,3.0,1a,459.0,42,42,0.0915,no_charge
119100,1.0,1a,687.0,39,39,0.0568,no_charge
119400,1.0,1a,384.0,30,30,0.0781,no_charge
118900,1.0,1a,792.0,63,63,0.0795,no_charge
142202,3.0,1a,375.0,42,12,0.112,no_charge
142201,3.0,1a,315.0,27,0,0.0857,no_charge
143800,5.0,1a,666.0,81,81,0.1216,no_charge
132800,3.0,1a,639.0,120,0,0.1878,no_charge
133500,3.0,1a,195.0,36,0,0.1846,no_charge
131600,2.0,1a,486.0,108,0,0.2222,no_charge
132100,6.0,1a,447.0,105,0,0.2349,no_charge
148800,4.0,1a,348.0,12,12,0.0345,no_charge
149300,6.0,1a,645.0,21,21,0.0326,no_charge
147800,2.0,1a,606.0,15,15,0.0248,no_charge
150000,10.0,1a,672.0,6,6,0.0089,no_charge
151200,10.0,1a,600.0,6,6,0.01,no_charge
163902,3.0,1a,117.0,0,0,0.0,no_charge
128800,2.0,1a,894.0,93,0,0.104,no_charge
127500,9.0,1a,111.0,15,15,0.1351,no_charge
128401,8.0,1a,924.0,60,60,0.0649,no_charge
124301,9.0,1a,588.0,45,45,0.0765,no_charge
125100,6.0,1a,0.0,0,0,0.0,no_charge
125701,8.0,1a,570.0,48,48,0.0842,no_charge
124900,8.0,1a,591.0,51,51,0.0863,no_charge
126701,9.0,1a,219.0,0,0,0.0,no_charge
127900,7.0,1a,354.0,27,27,0.0763,no_charge
127801,9.0,1a,426.0,24,24,0.0563,no_charge
126702,8.0,1a,471.0,36,36,0.0764,no_charge
129700,1.0,1a,471.0,180,0,0.3822,no_charge
151301,5.0,1a,873.0,30,30,0.0344,no_charge
126200,3.0,1a,858.0,75,6,0.0874,no_charge
125600,5.0,1a,672.0,54,0,0.0804,no_charge
125800,2.0,1a,735.0,102,12,0.1388,no_charge
159600,6.0,1a,552.0,9,9,0.0163,no_charge
160300,7.0,1a,606.0,9,9,0.0149,no_charge
142901,5.0,1a,456.0,48,48,0.1053,no_charge
142002,4.0,1a,201.0,15,15,0.0746,no_charge
143600,2.0,1a,639.0,57,57,0.0892,no_charge
158300,5.0,1a,1071.0,33,33,0.0308,no_charge
162500,2.0,1a,414.0,15,15,0.0362,no_charge
133400,9.0,1a,78.0,0,0,0.0,no_charge
132700,7.0,1a,27.0,0,0,0.0,no_charge
133800,8.0,1a,21.0,0,0,0.0,no_charge
119201,2.0,1a,279.0,24,24,0.086,no_charge
120201,1.0,1a,729.0,72,72,0.0988,no_charge
120202,1.0,1a,1257.0,96,96,0.0764,no_charge
120203,1.0,1a,603.0,69,69,0.1144,no_charge
159202,9.0,1a,546.0,24,24,0.044,no_charge
159101,9.0,1a,588.0,0,0,0.0,no_charge
159201,10.0,1a,366.0,0,0,0.0,no_charge
152000,3.0,1a,825.0,27,27,0.0327,no_charge
152400,4.0,1a,900.0,15,15,0.0167,no_charge
150400,4.0,1a,993.0,39,39,0.0393,no_charge
154500,5.0,1a,399.0,0,0,0.0,no_charge
163400,1.0,1a,624.0,27,27,0.0433,no_charge
134302,6.0,1a,21.0,6,0,0.2857,no_charge
134301,4.0,1a,42.0,6,0,0.1429,no_charge
134700,2.0,1a,540.0,72,72,0.1333,no_charge
130500,8.0,1a,489.0,48,48,0.0982,no_charge
131000,9.0,1a,495.0,72,72,0.1455,no_charge
134400,4.0,1a,564.0,99,0,0.1755,no_charge
141801,1.0,1a,366.0,69,33,0.1885,no_charge
141802,1.0,1a,333.0,93,36,0.2793,no_charge
132501,2.0,1a,324.0,21,21,0.0648,no_charge
137500,1.0,1a,375.0,51,51,0.136,no_charge
160601,10.0,1a,465.0,0,0,0.0,no_charge
116500,1.0,1a,495.0,30,30,0.0606,no_charge
140901,5.0,1a,546.0,54,54,0.0989,no_charge
140902,2.0,1a,276.0,24,24,0.087,no_charge
120500,3.0,1a,531.0,33,24,0.0621,no_charge
120800,1.0,1a,540.0,27,15,0.05,no_charge
146800,7.0,1a,585.0,48,48,0.0821,no_charge
146100,5.0,1a,786.0,48,48,0.0611,no_charge
150200,10.0,1a,570.0,12,12,0.0211,no_charge
153301,8.0,1a,495.0,0,0,0.0,no_charge
151600,10.0,1a,624.0,12,12,0.0192,no_charge
147500,8.0,1a,861.0,51,51,0.0592,no_charge
148501,10.0,1a,537.0,9,9,0.0168,no_charge
151000,9.0,1a,684.0,0,0,0.0,no_charge
152800,8.0,1a,813.0,12,12,0.0148,no_charge
148901,10.0,1a,561.0,15,15,0.0267,no_charge
155500,9.0,1a,153.0,0,0,0.0,no_charge
160100,9.0,1a,705.0,18,18,0.0255,no_charge
160800,10.0,1a,501.0,9,9,0.018,no_charge
160902,10.0,1a,357.0,0,0,0.0,no_charge
160901,9.0,1a,441.0,0,0,0.0,no_charge
120600,8.0,1a,576.0,54,54,0.0938,no_charge
122501,8.0,1a,714.0,57,57,0.0798,no_charge
117003,7.0,1a,15.0,0,0,0.0,no_charge
152101,9.0,1a,657.0,15,15,0.0228,no_charge
152600,9.0,1a,282.0,0,0,0.0,no_charge
151800,10.0,1a,705.0,0,0,0.0,no_charge
120900,8.0,1a,573.0,36,36,0.0628,no_charge
122901,8.0,1a,714.0,69,69,0.0966,no_charge
121701,7.0,1a,591.0,63,63,0.1066,no_charge
139300,2.0,1a,471.0,87,9,0.1847,no_charge
128301,9.0,1a,621.0,27,27,0.0435,no_charge
143200,2.0,1a,537.0,69,69,0.1285,no_charge
141900,2.0,1a,444.0,69,12,0.1554,no_charge
150600,1.0,1a,939.0,51,51,0.0543,no_charge
156101,3.0,1a,606.0,21,21,0.0347,no_charge
152700,,1a,12.0,0,0,0.0,no_charge
125900,1.0,1a,219.0,27,0,0.1233,no_charge
125400,3.0,1a,537.0,69,18,0.1285,no_charge
141101,1.0,1a,480.0,114,45,0.2375,no_charge
141102,2.0,1a,273.0,54,27,0.1978,no_charge
157800,3.0,1a,795.0,45,45,0.0566,no_charge
158200,3.0,1a,891.0,33,33,0.037,no_charge
133600,4.0,1a,702.0,120,21,0.1709,no_charge
134200,3.0,1a,639.0,99,33,0.1549,no_charge
132200,6.0,1a,645.0,99,99,0.1535,no_charge
135200,3.0,1a,390.0,57,57,0.1462,no_charge
131900,6.0,1a,402.0,54,54,0.1343,no_charge
139000,3.0,1a,444.0,84,0,0.1892,no_charge
137800,5.0,1a,465.0,69,0,0.1484,no_charge
137701,7.0,1a,123.0,18,0,0.1463,no_charge
139900,2.0,1a,669.0,96,57,0.1435,no_charge
138400,3.0,1a,672.0,144,24,0.2143,no_charge
142101,4.0,1a,765.0,102,102,0.1333,no_charge
140400,8.0,1a,522.0,54,30,0.1034,no_charge
140700,10.0,1a,240.0,0,0,0.0,no_charge
139802,6.0,1a,327.0,33,33,0.1009,no_charge
139700,6.0,1a,669.0,78,12,0.1166,no_charge
140601,9.0,1a,237.0,18,18,0.0759,no_charge
141300,4.0,1a,606.0,66,66,0.1089,no_charge
142301,9.0,1a,459.0,42,42,0.0915,no_charge
139601,5.0,1a,555.0,45,45,0.0811,no_charge
139801,6.0,1a,342.0,39,39,0.114,no_charge
140300,6.0,1a,474.0,66,18,0.1392,no_charge
147201,7.0,1a,522.0,18,18,0.0345,no_charge
146501,7.0,1a,648.0,51,51,0.0787,no_charge
146201,7.0,1a,687.0,51,51,0.0742,no_charge
147202,7.0,1a,561.0,21,21,0.0374,no_charge
147700,,1a,0.0,0,0,0.0,no_charge
146000,5.0,1a,396.0,21,6,0.053,no_charge
145300,5.0,1a,471.0,33,33,0.0701,no_charge
149500,10.0,1a,519.0,18,18,0.0347,no_charge
149100,7.0,1a,774.0,57,57,0.0736,no_charge
146600,7.0,1a,732.0,48,48,0.0656,no_charge
120000,1.0,1a,351.0,33,33,0.094,no_charge
119500,2.0,1a,414.0,33,33,0.0797,no_charge
130700,1.0,1a,654.0,57,57,0.0872,no_charge
133900,7.0,1a,30.0,0,0,0.0,no_charge
135600,8.0,1a,420.0,45,45,0.1071,no_charge
132300,8.0,1a,495.0,48,48,0.097,no_charge
132600,8.0,1a,450.0,69,69,0.1533,no_charge
134900,7.0,1a,471.0,51,51,0.1083,no_charge
136501,6.0,1a,462.0,48,48,0.1039,no_charge
136502,6.0,1a,300.0,18,18,0.06,no_charge
138302,8.0,1a,393.0,42,42,0.1069,no_charge
136601,6.0,1a,618.0,69,69,0.1117,no_charge
138301,6.0,1a,264.0,27,27,0.1023,no_charge
138501,6.0,1a,222.0,51,0,0.2297,no_charge
138502,3.0,1a,63.0,15,0,0.2381,no_charge
118600,7.0,1a,75.0,0,0,0.0,no_charge
127100,7.0,1a,441.0,57,0,0.1293,no_charge
128200,1.0,1a,603.0,99,0,0.1642,no_charge
127300,3.0,1a,465.0,69,0,0.1484,no_charge
128101,3.0,1a,399.0,60,0,0.1504,no_charge
117700,3.0,1a,681.0,30,30,0.0441,no_charge
153700,2.0,1a,597.0,6,6,0.0101,no_charge
153900,2.0,1a,390.0,6,6,0.0154,no_charge
142802,4.0,1a,471.0,54,54,0.1146,no_charge
142801,6.0,1a,375.0,45,45,0.12,no_charge
145000,7.0,1a,603.0,54,54,0.0896,no_charge
144300,6.0,1a,828.0,96,96,0.1159,no_charge
144101,4.0,1a,741.0,66,66,0.0891,no_charge
145500,7.0,1a,150.0,0,0,0.0,no_charge
164001,7.0,1a,672.0,12,12,0.0179,no_charge
140100,7.0,1a,486.0,120,39,0.2469,no_charge
139201,4.0,1a,504.0,120,0,0.2381,no_charge
145200,9.0,1a,420.0,6,6,0.0143,no_charge
158101,4.0,1a,1038.0,57,57,0.0549,no_charge
158601,5.0,1a,765.0,30,30,0.0392,no_charge
157301,3.0,1a,447.0,18,18,0.0403,no_charge
158102,3.0,1a,1032.0,39,39,0.0378,no_charge
158603,2.0,1a,174.0,0,0,0.0,no_charge
150101,10.0,1a,141.0,0,0,0.0,no_charge
150900,8.0,1a,420.0,15,15,0.0357,no_charge
149600,,1a,0.0,0,0,0.0,no_charge
150302,10.0,1a,297.0,15,15,0.0505,no_charge
150301,10.0,1a,252.0,0,0,0.0,no_charge
151900,9.0,1a,618.0,39,39,0.0631,no_charge
151400,10.0,1a,558.0,9,9,0.0161,no_charge
154400,10.0,1a,345.0,0,0,0.0,no_charge
155100,10.0,1a,627.0,0,0,0.0,no_charge
155702,10.0,1a,453.0,0,0,0.0,no_charge
155701,10.0,1a,297.0,0,0,0.0,no_charge
153500,10.0,1a,465.0,0,0,0.0,no_charge
117600,3.0,1a,603.0,30,30,0.0498,no_charge
117800,4.0,1a,366.0,12,6,0.0328,no_charge
136801,6.0,1a,342.0,39,39,0.114,no_charge
135500,7.0,1a,531.0,54,54,0.1017,no_charge
163100,5.0,1a,720.0,6,6,0.0083,no_charge
149800,7.0,1a,801.0,45,45,0.0562,no_charge
150700,6.0,1a,690.0,12,12,0.0174,no_charge
150500,6.0,1a,543.0,24,24,0.0442,no_charge
151500,6.0,1a,771.0,12,12,0.0156,no_charge
148102,6.0,1a,561.0,42,42,0.0749,no_charge
149001,7.0,1a,489.0,6,6,0.0123,no_charge
147100,7.0,1a,708.0,63,24,0.089,no_charge
145400,9.0,1a,0.0,0,0,0.0,no_charge
146700,9.0,1a,21.0,0,0,0.0,no_charge
163200,9.0,1a,618.0,6,6,0.0097,no_charge
163901,9.0,1a,516.0,0,0,0.0,no_charge
163502,10.0,1a,465.0,0,0,0.0,no_charge
164100,10.0,1a,6.0,0,0,0.0,no_charge
163501,9.0,1a,294.0,0,0,0.0,no_charge
163600,10.0,1a,357.0,0,0,0.0,no_charge
163001,9.0,1a,675.0,0,0,0.0,no_charge
163301,9.0,1a,345.0,0,0,0.0,no_charge
162800,8.0,1a,276.0,0,0,0.0,no_charge
154902,8.0,1a,702.0,18,18,0.0256,no_charge
154901,8.0,1a,738.0,21,21,0.0285,no_charge
155602,9.0,1a,693.0,18,18,0.026,no_charge
154001,9.0,1a,783.0,12,12,0.0153,no_charge
155601,9.0,1a,675.0,0,0,0.0,no_charge
154801,9.0,1a,582.0,6,6,0.0103,no_charge
156201,8.0,1a,762.0,6,6,0.0079,no_charge
155901,9.0,1a,654.0,12,12,0.0183,no_charge
154802,8.0,1a,807.0,18,18,0.0223,no_charge
137400,2.0,1a,459.0,126,0,0.2745,no_charge
136400,5.0,1a,537.0,111,0,0.2067,no_charge
145900,6.0,1a,54.0,0,0,0.0,no_charge
118501,4.0,1a,363.0,12,12,0.0331,no_charge
118502,4.0,1a,417.0,33,33,0.0791,no_charge
129902,5.0,1a,546.0,132,33,0.2418,no_charge
129901,1.0,1a,402.0,123,78,0.306,no_charge
129201,4.0,1a,411.0,87,57,0.2117,no_charge
146301,10.0,1a,222.0,0,0,0.0,no_charge
146302,10.0,1a,267.0,15,15,0.0562,no_charge
156301,2.0,1a,600.0,9,9,0.015,no_charge
131200,2.0,1a,465.0,129,0,0.2774,no_charge
130400,3.0,1a,318.0,93,0,0.2925,no_charge
157000,8.0,1a,543.0,0,0,0.0,no_charge
156500,7.0,1a,918.0,15,15,0.0163,no_charge
156700,8.0,1a,486.0,0,0,0.0,no_charge
133301,7.0,1a,87.0,0,0,0.0,no_charge
133200,7.0,1a,12.0,0,0,0.0,no_charge
134100,7.0,1a,57.0,0,0,0.0,no_charge
161000,7.0,1a,459.0,0,0,0.0,no_charge
161300,10.0,1a,597.0,6,6,0.0101,no_charge
123800,9.0,1a,555.0,48,48,0.0865,no_charge
123000,9.0,1a,645.0,30,30,0.0465,no_charge
125000,7.0,1a,501.0,45,45,0.0898,no_charge
124200,7.0,1a,531.0,33,33,0.0621,no_charge
164201,10.0,1a,348.0,0,0,0.0,no_charge
155200,4.0,1a,615.0,15,15,0.0244,no_charge
143100,3.0,1a,825.0,111,111,0.1345,no_charge
142400,1.0,1a,534.0,123,123,0.2303,no_charge
140500,1.0,1a,603.0,132,81,0.2189,no_charge
141000,3.0,1a,687.0,114,42,0.1659,no_charge
141600,1.0,1a,459.0,126,60,0.2745,no_charge
143900,2.0,1a,456.0,60,60,0.1316,no_charge
140000,1.0,1a,744.0,159,57,0.2137,no_charge
139400,2.0,1a,366.0,93,54,0.2541,no_charge
157200,10.0,1a,324.0,0,0,0.0,no_charge
156800,10.0,1a,351.0,0,0,0.0,no_charge
128700,,1a,0.0,0,0,0.0,no_charge
163700,8.0,1a,777.0,12,12,0.0154,no_charge
119000,1.0,1a,528.0,36,36,0.0682,no_charge
160000,10.0,1a,765.0,6,6,0.0078,no_charge
159900,10.0,1a,561.0,0,0,0.0,no_charge
121600,7.0,1a,894.0,57,57,0.0638,no_charge
122300,8.0,1a,645.0,45,45,0.0698,no_charge
143400,6.0,1a,486.0,27,27,0.0556,no_charge
142600,4.0,1a,429.0,57,57,0.1329,no_charge
143000,1.0,1a,690.0,105,39,0.1522,no_charge
143500,1.0,1a,870.0,150,48,0.1724,no_charge
142700,1.0,1a,738.0,138,87,0.187,no_charge
144500,5.0,1a,612.0,54,33,0.0882,no_charge
143700,1.0,1a,546.0,75,75,0.1374,no_charge
130200,1.0,1a,267.0,99,0,0.3708,no_charge
137000,7.0,1a,252.0,36,24,0.1429,no_charge
138200,6.0,1a,570.0,78,30,0.1368,no_charge
136300,4.0,1a,639.0,120,0,0.1878,no_charge
137600,5.0,1a,420.0,81,81,0.1929,no_charge
156601,3.0,1a,657.0,27,27,0.0411,no_charge
118400,2.0,1a,891.0,81,81,0.0909,no_charge
154300,1.0,1a,789.0,9,9,0.0114,no_charge
133700,5.0,1a,36.0,0,0,0.0,no_charge
153800,2.0,1a,1026.0,48,48,0.0468,no_charge
135800,6.0,1a,198.0,24,9,0.1212,no_charge
131400,1.0,1a,243.0,33,33,0.1358,no_charge
145700,1.0,1a,351.0,42,18,0.1197,no_charge
144900,1.0,1a,393.0,69,69,0.1756,no_charge
126100,4.0,1a,486.0,24,24,0.0494,no_charge
126000,3.0,1a,621.0,48,48,0.0773,no_charge
149200,4.0,1a,705.0,21,21,0.0298,no_charge
148101,2.0,1a,390.0,9,9,0.0231,no_charge
121300,5.0,1a,552.0,36,12,0.0652,no_charge
121200,6.0,1a,492.0,24,0,0.0488,no_charge
129101,6.0,1a,678.0,51,51,0.0752,no_charge
129000,8.0,1a,420.0,39,39,0.0929,no_charge
150800,10.0,1a,663.0,9,9,0.0136,no_charge
122001,4.0,1a,762.0,69,69,0.0906,no_charge
147400,8.0,1a,0.0,0,0,0.0,no_charge
135900,8.0,1a,12.0,0,0,0.0,no_charge
135100,8.0,1a,21.0,0,0,0.0,no_charge
135300,9.0,1a,66.0,0,0,0.0,no_charge
162200,5.0,1a,117.0,0,0,0.0,no_charge
162102,3.0,1a,861.0,18,18,0.0209,no_charge
161700,,1a,0.0,0,0,0.0,no_charge
162602,8.0,1a,411.0,15,15,0.0365,no_charge
161600,8.0,1a,387.0,0,0,0.0,no_charge
162101,5.0,1a,972.0,30,30,0.0309,no_charge
162601,5.0,1a,429.0,9,9,0.021,no_charge
162000,9.0,1a,405.0,0,0,0.0,no_charge
126801,3.0,1a,432.0,75,0,0.1736,no_charge
128601,2.0,1a,351.0,42,0,0.1197,no_charge
126601,5.0,1a,462.0,36,0,0.0779,no_charge
147002,9.0,1a,189.0,0,0,0.0,no_charge
147001,10.0,1a,339.0,12,12,0.0354,no_charge
124500,7.0,1a,615.0,75,75,0.122,no_charge
125300,4.0,1a,507.0,51,51,0.1006,no_charge
123200,5.0,1a,747.0,102,102,0.1365,no_charge
124800,6.0,1a,915.0,132,132,0.1443,no_charge
127002,6.0,1a,603.0,81,81,0.1343,no_charge
126401,7.0,1a,567.0,69,69,0.1217,no_charge
127701,7.0,1a,357.0,33,33,0.0924,no_charge
128501,6.0,1a,630.0,51,51,0.081,no_charge
127001,6.0,1a,702.0,69,69,0.0983,no_charge
145600,6.0,1a,726.0,69,69,0.095,no_charge
159301,2.0,1a,960.0,21,21,0.0219,no_charge
135700,6.0,1a,18.0,0,0,0.0,no_charge
141201,3.0,1a,291.0,48,15,0.1649,no_charge
142001,5.0,1a,441.0,45,45,0.102,no_charge
135401,2.0,1a,666.0,54,54,0.0811,no_charge
136700,1.0,1a,795.0,105,105,0.1321,no_charge
117202,1.0,1a,480.0,21,21,0.0438,no_charge
117201,3.0,1a,525.0,18,18,0.0343,no_charge
159000,5.0,1a,747.0,18,18,0.0241,no_charge
121500,5.0,1a,663.0,42,0,0.0633,no_charge
121901,6.0,1a,753.0,51,33,0.0677,no_charge
158900,1.0,1a,294.0,0,0,0.0,no_charge
163302,3.0,1a,528.0,12,12,0.0227,no_charge
120400,5.0,1a,750.0,36,0,0.048,no_charge
119901,2.0,1a,513.0,24,9,0.0468,no_charge
132400,6.0,1a,234.0,0,0,0.0,no_charge
117900,2.0,1a,750.0,33,33,0.044,no_charge
142501,2.0,1a,399.0,54,54,0.1353,no_charge
134600,1.0,1a,462.0,72,72,0.1558,no_charge
123500,5.0,1a,0.0,0,0,0.0,no_charge
131100,8.0,1a,726.0,90,36,0.124,no_charge
161500,5.0,1a,453.0,0,0,0.0,no_charge
161201,10.0,1a,519.0,0,0,0.0,no_charge
161100,4.0,1a,909.0,6,6,0.0066,no_charge
139100,10.0,1a,174.0,12,12,0.069,no_charge
138800,8.0,1a,0.0,0,0,0.0,no_charge
137901,10.0,1a,291.0,33,33,0.1134,no_charge
120301,2.0,1a,669.0,48,48,0.0717,no_charge
120701,3.0,1a,675.0,48,48,0.0711,no_charge
119800,8.0,1a,804.0,45,45,0.056,no_charge
126901,3.0,1a,777.0,60,60,0.0772,no_charge
118800,,1a,0.0,0,0,0.0,no_charge
119600,6.0,1a,627.0,72,72,0.1148,no_charge
125500,4.0,1a,474.0,57,0,0.1203,no_charge
129800,1.0,1a,378.0,99,0,0.2619,no_charge
130300,2.0,1a,546.0,132,45,0.2418,no_charge
160202,9.0,1a,534.0,6,6,0.0112,no_charge
160501,9.0,1a,420.0,0,0,0.0,no_charge
160700,9.0,1a,708.0,0,0,0.0,no_charge
160201,9.0,1a,366.0,6,6,0.0164,no_charge
117001,2.0,1a,1290.0,105,105,0.0814,no_charge
117002,5.0,1a,204.0,27,27,0.1324,no_charge
119700,4.0,1a,177.0,9,9,0.0508,no_charge
158402,10.0,1a,324.0,21,21,0.0648,no_charge
