Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_97,VAR_4_97,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Four usual residents,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Four usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_98,VAR_4_98,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Five usual residents,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Five usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_99,VAR_4_99,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Six usual residents,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Six usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_100,VAR_4_100,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Seven usual residents,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Seven usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_101,VAR_4_101,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Eight or more usual residents,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Eight or more usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_102,VAR_4_102,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Number of usual residents unidentifiable,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Number of usual residents unidentifiable)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_103,VAR_4_103,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Total,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_104,VAR_4_104,Household,Households in occupied private dwellings,2018,Count,Number of usual residents in household,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of usual residents in household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_105,VAR_4_105,Household,Households in occupied private dwellings,2018,Mean,Number of usual residents in household,Average,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Mean, Var1: Number of usual residents in household (Average)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_106,VAR_4_106,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,One usual resident,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (One usual resident)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_107,VAR_4_107,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Two usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Two usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_108,VAR_4_108,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Three usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Three usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_109,VAR_4_109,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Four usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Four usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_110,VAR_4_110,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Five usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Five usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_111,VAR_4_111,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Six usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Six usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_112,VAR_4_112,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Seven usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Seven usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_113,VAR_4_113,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Eight or more usual residents,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Eight or more usual residents)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_114,VAR_4_114,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Number of usual residents unidentifiable,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Number of usual residents unidentifiable)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_115,VAR_4_115,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Total,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_116,VAR_4_116,Household,Households in occupied private dwellings,2023,Count,Number of usual residents in household,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of usual residents in household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_117,VAR_4_117,Household,Households in occupied private dwellings,2023,Mean,Number of usual residents in household,Average,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Mean, Var1: Number of usual residents in household (Average)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_118,VAR_4_118,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,No motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (No motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_119,VAR_4_119,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,One motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (One motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_120,VAR_4_120,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Two motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Two motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_121,VAR_4_121,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Three motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Three motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_122,VAR_4_122,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Four motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Four motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_123,VAR_4_123,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Five or more motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Five or more motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_124,VAR_4_124,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Not Elsewhere Included,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Not Elsewhere Included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_125,VAR_4_125,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Total,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_126,VAR_4_126,Dwelling,Households in occupied private dwellings,2013,Count,Number of motor vehicles,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Number of motor vehicles (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_127,VAR_4_127,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,No motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (No motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_128,VAR_4_128,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,One motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (One motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_129,VAR_4_129,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Two motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Two motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_130,VAR_4_130,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Three motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Three motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_131,VAR_4_131,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Four motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Four motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_132,VAR_4_132,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Five or more motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Five or more motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_133,VAR_4_133,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Not Elsewhere Included,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Not Elsewhere Included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_134,VAR_4_134,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Total,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_135,VAR_4_135,Dwelling,Households in occupied private dwellings,2018,Count,Number of motor vehicles,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Number of motor vehicles (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_136,VAR_4_136,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,No motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (No motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_137,VAR_4_137,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,One motor vehicle,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (One motor vehicle)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_138,VAR_4_138,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Two motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Two motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_139,VAR_4_139,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Three motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Three motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_140,VAR_4_140,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Four motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Four motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_141,VAR_4_141,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Five or more motor vehicles,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Five or more motor vehicles)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_142,VAR_4_142,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Not Elsewhere Included,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Not Elsewhere Included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_143,VAR_4_143,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Total,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_144,VAR_4_144,Dwelling,Households in occupied private dwellings,2023,Count,Number of motor vehicles,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Number of motor vehicles (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_145,VAR_4_145,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,"Private person, trust, or business","Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Private person, trust, or business)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_146,VAR_4_146,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Local authority or city council,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Local authority or city council)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_147,VAR_4_147,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Kāinga Ora/Housing NZ,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Kāinga Ora/Housing NZ)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_148,VAR_4_148,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,"Iwi, hapū, or Māori land trust","Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Iwi, hapū, or Māori land trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_149,VAR_4_149,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Other community housing provider,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Other community housing provider)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_150,VAR_4_150,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,"Other state-owned corporation or state-owned enterprise, or government department or ministry","Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Other state-owned corporation or state-owned enterprise, or government department or ministry)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_151,VAR_4_151,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_152,VAR_4_152,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_153,VAR_4_153,Dwelling,Households in rented occupied private dwellings,2013,Count,Sector of landlord,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Sector of landlord (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_154,VAR_4_154,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,"Private person, trust, or business","Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Private person, trust, or business)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_155,VAR_4_155,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Local authority or city council,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Local authority or city council)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_156,VAR_4_156,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Kāinga Ora/Housing NZ,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Kāinga Ora/Housing NZ)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_157,VAR_4_157,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,"Iwi, hapū, or Māori land trust","Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Iwi, hapū, or Māori land trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_158,VAR_4_158,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Other community housing provider,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Other community housing provider)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_159,VAR_4_159,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,"Other state-owned corporation or state-owned enterprise, or government department or ministry","Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Other state-owned corporation or state-owned enterprise, or government department or ministry)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_160,VAR_4_160,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_161,VAR_4_161,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_162,VAR_4_162,Dwelling,Households in rented occupied private dwellings,2018,Count,Sector of landlord,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Sector of landlord (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_163,VAR_4_163,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,"Private person, trust, or business","Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Private person, trust, or business)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_164,VAR_4_164,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Local authority or city council,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Local authority or city council)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_165,VAR_4_165,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Kāinga Ora/Housing NZ,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Kāinga Ora/Housing NZ)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_166,VAR_4_166,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,"Iwi, hapū, or Māori land trust","Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Iwi, hapū, or Māori land trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_167,VAR_4_167,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Other community housing provider,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Other community housing provider)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_168,VAR_4_168,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,"Other state-owned corporation or state-owned enterprise, or government department or ministry","Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Other state-owned corporation or state-owned enterprise, or government department or ministry)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_169,VAR_4_169,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_170,VAR_4_170,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_171,VAR_4_171,Dwelling,Households in rented occupied private dwellings,2023,Count,Sector of landlord,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Sector of landlord (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_172,VAR_4_172,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Dwelling owned or partly owned,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Dwelling owned or partly owned)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_173,VAR_4_173,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Dwelling not owned and not held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Dwelling not owned and not held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_174,VAR_4_174,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Dwelling held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Dwelling held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_175,VAR_4_175,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Not elsewhere included,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_176,VAR_4_176,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Total,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_177,VAR_4_177,Dwelling,Households in occupied private dwellings,2013,Count,Tenure of household,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Tenure of household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_178,VAR_4_178,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Dwelling owned or partly owned,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Dwelling owned or partly owned)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_179,VAR_4_179,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Dwelling not owned and not held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Dwelling not owned and not held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_180,VAR_4_180,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Dwelling held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Dwelling held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_181,VAR_4_181,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Not elsewhere included,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_182,VAR_4_182,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Total,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_183,VAR_4_183,Dwelling,Households in occupied private dwellings,2018,Count,Tenure of household,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Tenure of household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_184,VAR_4_184,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Dwelling owned or partly owned,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Dwelling owned or partly owned)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_185,VAR_4_185,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Dwelling not owned and not held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Dwelling not owned and not held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_186,VAR_4_186,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Dwelling held in a family trust,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Dwelling held in a family trust)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_187,VAR_4_187,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Not elsewhere included,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_188,VAR_4_188,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Total,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_189,VAR_4_189,Dwelling,Households in occupied private dwellings,2023,Count,Tenure of household,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Tenure of household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_190,VAR_4_190,Household,Households in occupied private dwellings,2013,Count,Total household income,"$20,000 or less","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($20,000 or less)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_191,VAR_4_191,Household,Households in occupied private dwellings,2013,Count,Total household income,"$20,001-$30,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($20,001-$30,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_192,VAR_4_192,Household,Households in occupied private dwellings,2013,Count,Total household income,"$30,001-$50,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($30,001-$50,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_193,VAR_4_193,Household,Households in occupied private dwellings,2013,Count,Total household income,"$50,001-$70,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($50,001-$70,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_194,VAR_4_194,Household,Households in occupied private dwellings,2013,Count,Total household income,"$70,001-$100,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($70,001-$100,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_195,VAR_4_195,Household,Households in occupied private dwellings,2013,Count,Total household income,"$100,001-$150,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($100,001-$150,000)"
