residence_sa2,workplace_sa2,car_commuters,2023_Total_stated,transit_time,has_pt_alt,charged_1a,charged_1c,charged_2c,charged_3b,charged_3c,charged_3e,res,wrk,charged,straight_km,id,route_km,motorway_km,priced_km,motorway_share,priced_share
116500,116900,0,6,,False,False,False,False,True,True,False,116500,116900,False,3.2183951349064257,p0,4.5324213894398175,0.0,0.0,0.0,0.0
116500,117300,93,105,,False,False,False,False,True,True,False,116500,117300,False,5.4192554904451375,p2,7.0166445088575236,0.07441734556091341,0.0,0.010605830959081939,0.0
116500,117400,0,0,,False,False,False,False,True,True,True,116500,117400,False,6.960080003548784,p3,8.951358828503883,0.07441734556091341,0.0,0.008313525017447147,0.0
116500,117600,6,6,,False,False,False,False,True,True,True,116500,117600,False,3.6295820620523154,p4,4.0343362363601765,0.0,0.0,0.0,0.0
116500,117700,6,12,,False,False,False,False,True,True,False,116500,117700,False,2.7504793020805947,p5,2.74151997109195,0.0,0.0,0.0,0.0
116500,118300,15,18,,False,False,False,False,False,False,False,116500,118300,False,2.9112597753605227,p6,3.3230981818700496,0.0,0.0,0.0,0.0
116500,118502,6,9,,False,False,False,False,True,True,True,116500,118502,False,5.043739304797704,p7,8.053560001432675,1.996743774298959,0.0,0.2479330599068923,0.0
116500,118600,129,138,,False,False,False,False,True,True,True,116500,118600,False,6.664574013723959,p8,8.335348062981806,0.26521977928171214,0.0,0.03181868078905813,0.0
116500,120500,6,6,,False,False,False,False,False,False,False,116500,120500,False,5.6808964549779075,p9,7.406347325524367,0.0,0.0,0.0,0.0
116500,123500,27,33,,False,False,False,False,True,True,True,116500,123500,False,10.090400133668412,p10,12.874852950440435,0.0793507784866714,0.0,0.006163237653441074,0.0
116500,125100,0,0,,False,False,False,False,True,True,True,116500,125100,True,21.242329131215207,p11,29.507933115956163,10.411230726248778,0.0,0.352828193195917,0.0
116500,125900,6,12,,False,False,False,False,False,False,False,116500,125900,False,9.74616062295574,p12,12.701621766438873,0.0,0.0,0.0,0.0
116500,126601,42,48,,False,False,False,False,True,True,False,116500,126601,False,11.349559634089681,p13,14.058515019810919,0.0,0.0,0.0,0.0
116500,126801,27,36,,False,False,False,False,False,False,False,116500,126801,False,11.276779880749269,p14,14.56594083016873,0.0,0.0,0.0,0.0
116500,127200,0,6,,False,False,False,False,True,True,False,116500,127200,False,12.224679918503167,p15,15.495880393183015,0.19276289411428343,0.0,0.012439621965531184,0.0
116500,131300,9,30,,False,True,True,True,True,True,False,116500,131300,True,17.374411624043308,p16,22.36784171549213,6.419091872533683,4.8250795911645294,0.28697859874820975,0.21571502751750268
116500,132400,0,21,,False,True,True,True,True,True,False,116500,132400,True,18.25236030327889,p17,22.917645562293885,6.419091872533683,4.8250795911645294,0.28009386283095916,0.2105399343073519
116500,132700,0,12,,False,True,True,True,True,True,False,116500,132700,True,17.824254342298865,p18,23.858362487584863,6.419091872533683,4.8250795911645294,0.26904997674815173,0.202238506254373
116500,133200,9,27,,False,True,True,True,True,True,False,116500,133200,True,17.840962702282766,p19,23.902879838095608,6.419091872533683,4.8250795911645294,0.2685488910128373,0.20186185195452808
116500,133301,12,30,,False,True,True,True,True,True,False,116500,133301,True,17.827193702894064,p20,24.51720894751602,6.419091872533683,4.8250795911645294,0.2618198460630258,0.19680378796353107
116500,133700,0,6,,False,True,True,True,True,True,False,116500,133700,True,17.936346035377724,p21,24.50531095820849,6.419091872533683,4.8250795911645294,0.26194696665881295,0.19689934150981597
116500,135300,0,0,,False,True,True,True,True,True,False,116500,135300,True,18.786356720575636,p22,24.484658866645894,6.419091872533683,4.8250795911645294,0.26216791124168204,0.19706542032886848
116500,136001,6,6,,False,False,True,True,True,True,False,116500,136001,True,19.721055774637733,p23,25.518915024740004,6.852303920644658,5.258291639275504,0.2685186229117306,0.20605467098337493
116500,136100,6,12,,False,False,True,True,True,True,False,116500,136100,True,19.54427828368565,p24,26.849911531694644,6.94261810982221,5.348605828453056,0.25857135885259375,0.1992038529489887
116500,136400,9,12,,False,False,True,True,True,True,False,116500,136400,True,18.84080751038464,p25,25.588793841675855,6.419091872533683,4.8250795911645294,0.2508555859353973,0.18856221285842859
116500,138501,12,15,,False,False,True,True,True,True,False,116500,138501,True,20.284357834248084,p26,27.195327849671703,6.928714255942214,5.33470197457306,0.2547759046790038,0.19616244393381932
116500,144201,9,15,,False,False,False,True,True,True,False,116500,144201,True,24.23440672536429,p27,34.02149996165002,7.005896014635514,5.41188373326636,0.20592554774283187,0.15907246121913454
116500,145900,6,9,,False,False,False,True,True,True,False,116500,145900,True,25.202566498436706,p28,36.81695442052104,7.324035057374704,5.73002277600555,0.19893104067544576,0.1556354366131857
116500,147700,6,9,,False,False,False,True,True,True,False,116500,147700,False,27.68309969555029,p29,41.17448938727027,10.1597340440251,8.526810927924814,0.24674827047560519,0.20708965805805496
116500,147900,12,12,,False,False,False,False,True,True,False,116500,147900,True,33.155766786433745,p30,48.567763266862976,11.390675770494878,5.0913688285959555,0.23453161118223778,0.10483021012560644
116500,157600,0,9,,False,False,False,False,True,True,False,116500,157600,True,37.29956458473566,p31,50.64295856500267,12.648431321235654,8.390454544213236,0.24975695890675076,0.16567860136851373
116701,116900,0,0,47.0,False,False,False,False,True,True,False,116701,116900,False,2.2673597288653644,p32,4.242107651297451,0.08930005256062207,0.0,0.021050869025756473,0.0
116701,117300,168,198,31.0,True,False,False,False,True,True,False,116701,117300,False,1.1398030412843476,p33,2.6724426151574767,0.0,0.0,0.0,0.0
116701,117400,30,30,38.0,True,False,False,False,True,True,False,116701,117400,False,1.7871538209222022,p34,2.902310226622624,0.0,0.0,0.0,0.0
116701,117600,6,6,46.0,False,False,False,False,True,True,True,116701,117600,False,2.373568455903677,p35,5.186330716885383,0.08930005256062207,0.0,0.017218349047792816,0.0
116701,117700,0,6,49.0,False,False,False,False,True,True,True,116701,117700,False,3.3525491323824412,p36,6.3936676624808095,0.08930005256062207,0.0,0.013966952502810057,0.0
116701,118100,0,6,41.0,True,False,False,False,True,True,True,116701,118100,False,2.2447979016475905,p37,3.5600084517288364,0.0,0.0,0.0,0.0
116701,118300,18,21,51.0,False,False,False,False,True,True,True,116701,118300,False,4.321161813438242,p38,7.8970005689842715,0.08930005256062207,0.0,0.011308097521399574,0.0
116701,118501,0,6,46.0,False,False,False,False,True,True,True,116701,118501,False,2.4567917532403096,p39,5.314970126356899,0.20577522822022273,0.0,0.03871615894881231,0.0
116701,118502,0,0,52.0,False,False,False,False,True,True,True,116701,118502,False,3.274998768987968,p40,5.20549190118,0.20577522822022273,0.0,0.039530409829967625,0.0
116701,118600,252,264,56.0,False,False,False,False,True,True,True,116701,118600,False,2.997142341094083,p41,5.027198845413707,0.10124687657694595,0.0,0.020139819348763785,0.0
116701,118800,6,9,,False,False,False,False,True,True,False,116701,118800,False,13.214859161555902,p42,26.369052822716487,0.10678545929296285,0.0,0.004049650930236258,0.0
116701,119201,6,12,,False,False,False,False,True,True,False,116701,119201,False,9.729759303174006,p43,14.028592651867092,7.744924604233486,0.0,0.5520813667080638,0.0
116701,119700,0,0,,False,False,False,False,True,True,True,116701,119700,False,4.233121048592684,p44,6.850600106157869,0.20577522822022273,0.0,0.03003754781062982,0.0
116701,120202,0,6,,False,False,False,False,True,True,False,116701,120202,False,9.007097765959085,p45,12.887482712119354,6.133231719778136,0.0,0.47590610647418846,0.0
116701,120500,0,0,,False,False,False,False,True,True,True,116701,120500,False,4.944269891158676,p46,7.489115188874149,0.20577522822022273,0.0,0.02747657407191747,0.0
116701,123500,54,66,59.0,False,False,False,False,True,True,True,116701,123500,False,7.660285185113332,p47,11.370061128009352,3.2221022504226973,0.0,0.2833847781596594,0.0
116701,124000,9,15,58.0,False,False,False,False,True,True,True,116701,124000,False,7.703183901124416,p48,13.393729485264437,0.548426759367912,0.0,0.04094653098461352,0.0
116701,124600,0,6,59.0,False,False,False,False,True,True,True,116701,124600,False,7.553354537814058,p49,12.392048372509219,3.2221022504226973,0.0,0.2600136921326644,0.0
116701,125100,6,12,,False,False,False,False,True,True,False,116701,125100,True,16.32954951882711,p50,25.443094032862795,10.336813380687865,0.0,0.4062718695822385,0.0
116701,125701,0,0,,False,False,False,False,True,True,False,116701,125701,False,17.505901458948813,p51,25.886463638397785,7.788634054383319,0.0,0.3008767115964932,0.0
116701,125900,6,9,,False,False,False,False,True,True,True,116701,125900,False,8.756224510788444,p52,11.856587506795629,0.19190871208876115,0.0,0.016185830195979092,0.0
116701,126601,48,54,54.0,False,False,False,False,True,True,True,116701,126601,False,9.553918123508412,p53,12.811571005813693,0.19190871208876115,0.0,0.014979327047531948,0.0
116701,126801,21,30,,False,False,False,False,True,True,True,116701,126801,False,10.02409155330007,p54,13.464336528017922,0.19190871208876115,0.0,0.014253113154845657,0.0
116701,127100,6,9,59.0,False,False,False,False,True,True,True,116701,127100,False,9.743633509012039,p55,13.589198399669334,5.233189794895214,0.0,0.38509922667863566,0.0
116701,127200,0,0,57.0,False,False,False,False,True,True,True,116701,127200,False,9.984587008258478,p56,14.627788716033905,6.78809651652676,0.0,0.4640548649083336,0.0
116701,127400,9,9,,False,False,False,False,True,True,True,116701,127400,True,11.089326982883906,p57,19.158560277312446,8.67324752834307,0.8581684403755926,0.45270873190893807,0.0447929504072305
116701,127500,0,9,,False,False,False,False,True,True,False,116701,127500,True,19.014213553158555,p58,28.28958173356231,7.788634054383319,0.0,0.27531810571603493,0.0
116701,128700,6,6,,False,False,False,False,True,True,True,116701,128700,True,17.415146094319443,p59,27.76536744323373,12.647230350662793,3.7092849291370107,0.45550379898699506,0.13359394348807524
116701,129300,0,6,,False,False,False,False,True,True,True,116701,129300,False,12.595018846545928,p60,17.625591338354262,0.19190871208876115,0.0,0.010888072258384725,0.0
116701,131300,12,30,58.0,False,True,True,True,True,True,True,116701,131300,True,14.800697581750851,p61,20.359179887870926,12.640158679132002,4.8250795911645294,0.6208579495219468,0.23699773850120026
116701,131400,0,0,,False,False,False,False,True,True,True,116701,131400,False,14.331077334989962,p62,20.678873993303807,0.19190871208876115,0.0,0.009280423689940984,0.0
116701,131801,0,6,,False,False,True,True,True,True,True,116701,131801,True,15.467200010723893,p63,20.712899336058644,12.743961520989194,4.928882433021718,0.6152669075547286,0.2379619749535079
116701,132400,6,18,,False,True,True,True,True,True,True,116701,132400,True,15.57656993545287,p64,20.91082285714569,12.640158679132002,4.8250795911645294,0.6044792577262248,0.2307455629138809
116701,132700,12,24,,False,True,True,True,True,True,True,116701,132700,True,15.308522232276244,p65,21.006763498863396,12.640158679132002,4.8250795911645294,0.6017185217425768,0.22969171769014288
116701,133200,18,33,,False,True,True,True,True,True,True,116701,133200,True,15.399707681425475,p66,21.05128084937414,12.640158679132002,4.8250795911645294,0.6004460616707699,0.2292059863572615
116701,133301,12,36,,False,True,True,True,True,True,True,116701,133301,True,15.590572019832102,p67,21.665609958794555,12.640158679132002,4.8250795911645294,0.5834203931101917,0.22270684279562236
116701,133500,0,6,,False,False,False,True,True,True,True,116701,133500,True,16.462034239439184,p68,22.198141218808896,12.743961520989194,4.928882433021718,0.5741003895493285,0.22204032240525548
116701,133700,0,15,,False,True,True,True,True,True,True,116701,133700,True,15.557949087397157,p69,21.653711969487023,12.640158679132002,4.8250795911645294,0.5837409630710741,0.22282921274485004
116701,133800,0,6,,False,True,True,True,True,True,True,116701,133800,True,15.820354748906816,p70,21.075072298697265,12.640158679132002,4.8250795911645294,0.5997682238040692,0.22894723789217022
116701,134100,0,0,,False,True,True,True,True,True,True,116701,134100,True,16.072519496621968,p71,21.616127147529834,12.751462601105633,4.936383513138161,0.589905051634691,0.22836576966111444
116701,134800,0,12,,False,True,True,True,True,True,True,116701,134800,True,16.031915909253584,p72,22.152367870646017,12.640158679132002,4.8250795911645294,0.5706007932398688,0.21781326580253374
