residence_sa2,workplace_sa2,car_commuters,2023_Total_stated,transit_time,has_pt_alt,charged_1a,charged_1c,charged_2c,charged_3b,charged_3c,charged_3e,res,wrk,charged,straight_km,id,route_km,motorway_km,priced_km,motorway_share,priced_share
116701,135100,0,0,,False,True,True,True,True,True,True,116701,135100,True,16.15881784305086,p73,21.74231590657307,12.640158679132002,4.8250795911645294,0.5813621112602209,0.221921142710737
116701,135300,0,0,,False,True,True,True,True,True,True,116701,135300,True,16.23375067407093,p74,21.63122075545142,12.640158679132002,4.8250795911645294,0.5843479118461901,0.2230609009872238
116701,136001,0,6,,False,False,True,True,True,True,True,116701,136001,True,16.98442602464171,p75,23.5102531971188,13.073370727242976,5.258291639275504,0.5560710306958807,0.22365950698990822
116701,136100,9,9,,False,False,True,True,True,True,True,116701,136100,True,17.047883479890633,p76,23.998312542973178,13.16368491642053,5.348605828453056,0.5485254387302712,0.22287424663194305
116701,136400,15,18,,False,False,True,True,True,True,True,116701,136400,True,16.68808040957521,p77,22.73719485295439,12.640158679132002,4.8250795911645294,0.555924280056455,0.21221085636857162
116701,136900,0,0,,False,False,False,True,True,True,True,116701,136900,True,17.853052497498016,p78,25.009093790335303,13.251138013336092,5.436058925368619,0.5298527857277643,0.2173632907670317
116701,137701,0,0,,False,False,False,True,True,True,True,116701,137701,True,17.616436656059786,p79,23.916754170589464,13.027592939948429,5.2125138519809555,0.5447057258283198,0.21794403265602014
116701,138501,15,27,,False,False,True,True,True,True,True,116701,138501,True,17.937124931309427,p80,24.343728860950236,13.149781062540534,5.33470197457306,0.5401711930678825,0.21914070786133563
116701,140300,0,6,,False,False,False,True,True,True,True,116701,140300,True,19.595126510779505,p81,26.346634415676284,16.20553363218071,8.390454544213236,0.6150893270276068,0.31846399854475926
116701,142201,0,0,,False,False,False,True,True,True,True,116701,142201,True,20.52759521077524,p82,27.02520067875975,16.20553363218071,8.390454544213236,0.5996452653510664,0.3104677979619093
116701,144201,12,12,,False,False,False,True,True,True,True,116701,144201,True,22.203196976929725,p83,30.982519233703965,10.429023555738759,5.41188373326636,0.3366099275876078,0.17467539332240958
116701,145500,6,9,,False,False,False,True,True,True,True,116701,145500,True,24.334124304380804,p84,33.65568685540431,16.20553363218071,8.390454544213236,0.48150952027230676,0.24930272795386219
116701,145900,30,30,,False,False,False,True,True,True,True,116701,145900,True,23.315699549124012,p85,34.29167206374398,7.515943769463466,5.73002277600555,0.21917694055548692,0.16709662816540838
116701,147700,9,9,,False,False,False,True,True,True,True,116701,147700,True,26.12557931156449,p86,38.82319955681378,10.351642756113863,8.526810927924814,0.26663548791143016,0.21963184449665715
116701,147900,27,30,,False,False,False,False,True,True,True,116701,147900,True,30.161622276476265,p87,45.71616427814149,17.6117425770932,5.0913688285959555,0.385241037938828,0.11136911656935135
116701,152300,6,12,,False,False,False,False,True,True,True,116701,152300,True,30.023674484598146,p88,43.85959279522123,10.21533271265731,8.429411719199393,0.23290988496752144,0.19219083402246792
116701,155500,0,0,,False,False,False,False,True,True,True,116701,155500,True,34.03930923756961,p89,45.12019697242224,13.453724400803573,9.260055125204099,0.2981752142843387,0.20523082226045922
116701,157600,0,9,,False,False,False,False,True,True,True,116701,157600,True,35.26611824322001,p90,47.79844961353341,16.071558862338897,8.390454544213236,0.33623598657033593,0.17553821540348888
116801,116500,15,21,,False,False,False,False,False,False,False,116801,116500,False,1.5704678899823843,p91,3.0011666777188912,0.0,0.0,0.0,0.0
116801,117201,9,12,31.0,True,False,False,False,False,False,False,116801,117201,False,1.3084340811118862,p92,3.0011666777188912,0.0,0.0,0.0,0.0
116801,117300,105,114,40.0,True,False,False,False,True,True,False,116801,117300,False,3.8498020058369193,p93,6.497337016643042,0.07441734556091341,0.0,0.011453514781562365,0.0
116801,117400,9,12,,False,False,False,False,True,True,True,116801,117400,False,5.40017803642635,p94,8.432051336289403,0.07441734556091341,0.0,0.00882553279065559,0.0
116801,117500,0,0,33.0,True,False,False,False,False,False,False,116801,117500,False,0.9658135747903136,p95,2.4782047591216765,0.0,0.0,0.0,0.0
116801,117600,9,9,29.0,True,False,False,False,True,True,True,116801,117600,False,2.079107316599063,p96,3.5150287441456918,0.0,0.0,0.0,0.0
116801,117700,6,9,30.0,True,False,False,False,True,True,False,116801,117700,False,1.3356154974746555,p97,2.69198793790481,0.0,0.0,0.0,0.0
116801,117900,9,12,33.0,True,False,False,False,False,False,False,116801,117900,False,1.4826145872552117,p98,3.430844269153426,0.0,0.0,0.0,0.0
116801,118100,0,6,51.0,False,False,False,False,True,True,True,116801,118100,False,5.016079140133293,p99,7.105540042607734,0.07441734556091341,0.0,0.010473144210668923,0.0
116801,118300,48,57,32.0,True,False,False,False,False,False,False,116801,118300,False,1.9646901027669965,p100,3.782602125169958,0.0,0.0,0.0,0.0
116801,118501,0,0,38.0,True,False,False,False,True,True,True,116801,118501,False,3.374145121448139,p101,5.406274313262021,0.0,0.0,0.0,0.0
116801,118600,174,186,,False,False,False,False,True,True,True,116801,118600,False,5.14119872596325,p102,7.816040570767325,0.26521977928171214,0.0,0.03393275365965439,0.0
116801,118800,6,6,,False,False,False,False,True,True,True,116801,118800,False,16.975508956946904,p103,22.52123844575884,11.344528242941847,0.0,0.5037257729082936,0.0
116801,119000,0,0,44.0,True,False,False,False,False,False,False,116801,119000,False,3.1012256597861394,p104,6.684436239629629,0.0,0.0,0.0,0.0
116801,119700,12,12,57.0,False,False,False,False,True,True,True,116801,119700,False,4.573030592311451,p105,8.636326630414448,0.0,0.0,0.0,0.0
116801,120500,0,0,47.0,False,False,False,False,True,True,False,116801,120500,False,4.5715300792033355,p106,7.865851268824275,0.0,0.0,0.0,0.0
116801,121200,0,0,51.0,False,False,False,False,True,True,True,116801,121200,False,6.181418889589388,p107,12.268614972666455,0.3558816147935273,0.0,0.02900748092481544,0.0
116801,123500,48,54,59.0,False,False,False,False,True,True,True,116801,123500,False,8.842457201007461,p108,13.388463831900427,0.0793507784866714,0.0,0.005926802318993749,0.0
116801,124000,0,6,,False,False,False,False,True,True,True,116801,124000,False,9.517936540657491,p109,16.231726491801066,0.7123996620726782,0.0,0.04388933379530046,0.0
116801,125100,0,9,,False,False,False,False,True,True,True,116801,125100,True,19.68543481715755,p110,28.98862562374168,10.411230726248778,0.0,0.3591488213819279,0.0
116801,125500,9,9,56.0,False,False,False,False,True,True,False,116801,125500,False,8.806546645557857,p111,13.125991585382188,0.0,0.0,0.0,0.0
116801,125900,6,6,,False,False,False,False,True,True,False,116801,125900,False,8.80442797836266,p112,13.494703178806448,0.0,0.0,0.0,0.0
116801,126601,48,60,55.0,False,False,False,False,True,True,False,116801,126601,False,10.260973355317674,p113,14.757677452590105,0.0,0.0,0.0,0.0
116801,126801,36,42,59.0,False,False,False,False,True,True,False,116801,126801,False,10.311904291148977,p114,15.359022242536305,0.0,0.0,0.0,0.0
116801,127200,0,6,56.0,False,False,False,False,True,True,True,116801,127200,False,11.056842039656726,p115,16.249149764122283,0.19276289411428343,0.0,0.011862952641368295,0.0
116801,127300,0,0,,False,False,False,False,True,True,True,116801,127300,False,11.87966249408284,p116,18.872971639855116,0.12607336024969923,0.0,0.0066801011867925995,0.0
116801,127400,0,6,,False,False,False,False,True,True,True,116801,127400,True,12.966150289103068,p117,20.77560824559061,8.48133881625431,0.8581684403755926,0.40823540355572396,0.041306537466007966
116801,127500,6,6,,False,False,False,False,True,True,True,116801,127500,True,22.303043780157857,p118,32.790338822044745,8.05385383366503,0.0,0.24561667012267874,0.0
116801,128700,6,9,,False,False,False,False,True,True,True,116801,128700,True,20.26356726601619,p119,32.66412551043209,12.912450129944505,3.7092849291370107,0.3953098369592229,0.11355837240927694
116801,131300,9,33,57.0,False,True,True,True,True,True,True,116801,131300,True,16.193203557593282,p120,23.121111086431394,6.419091872533683,4.8250795911645294,0.27762903990806576,0.20868718519310794
116801,131400,9,9,,False,False,False,False,True,True,False,116801,131400,False,15.023973986131146,p121,21.903553660806207,0.0,0.0,0.0,0.0
116801,131802,0,0,,False,False,True,True,True,True,True,116801,131802,True,16.445291384639923,p122,23.114649873919788,6.522894714390872,4.928882433021718,0.28219742673890297,0.21323630078355485
116801,132400,6,21,,False,True,True,True,True,True,True,116801,132400,True,17.055681035021514,p123,23.67091493323315,6.419091872533683,4.8250795911645294,0.2711805559962323,0.2038400123009307
116801,132700,9,27,,False,True,True,True,True,True,True,116801,132700,True,16.65859159141401,p124,24.970243639602362,6.419091872533683,4.8250795911645294,0.2570696531912535,0.19323318029272407
116801,133000,0,6,,False,False,False,False,True,True,False,116801,133000,False,15.354037427099627,p125,20.94425221874765,0.0,0.0,0.0,0.0
116801,133200,9,21,,False,True,True,True,True,True,True,116801,133200,True,16.691427118219973,p126,25.014760990113107,6.419091872533683,4.8250795911645294,0.2566121609185385,0.19288929416801565
116801,133301,9,33,,False,True,True,True,True,True,True,116801,133301,True,16.72239208494225,p127,25.216371380295207,6.419091872533683,4.8250795911645294,0.25456049071159165,0.1913471021819969
116801,133500,9,12,,False,False,False,True,True,True,True,116801,133500,True,18.144113951399394,p128,24.960072417369364,6.522894714390872,4.928882433021718,0.2613331646366411,0.1974706783940169
116801,133700,6,15,,False,True,True,True,True,True,True,116801,133700,True,16.801141199308653,p129,25.617192110225993,6.419091872533683,4.8250795911645294,0.2505774967417791,0.18835317978657118
116801,134100,0,0,,False,True,True,True,True,True,True,116801,134100,True,17.505184465129613,p130,24.376219223617294,6.5303957945073146,4.936383513138161,0.2679002734017191,0.20250816863164184
116801,134500,0,0,,False,True,True,True,True,True,True,116801,134500,True,16.892130767517934,p131,25.373488462793418,6.419091872533683,4.8250795911645294,0.2529842075892072,0.19016224742765728
116801,134800,0,9,,False,True,True,True,True,True,True,116801,134800,True,17.343475534225615,p132,26.115848011384983,6.419091872533683,4.8250795911645294,0.24579297098586783,0.18475676489850443
116801,135100,0,0,,False,True,True,True,True,True,True,116801,135100,True,17.49579991508955,p133,25.705796047312038,6.419091872533683,4.8250795911645294,0.24971379453564538,0.1877039552591125
116801,135300,0,9,,False,True,True,True,True,True,True,116801,135300,True,17.619180202530245,p134,25.237928237585162,6.419091872533683,4.8250795911645294,0.25434305906988663,0.19118366395775943
116801,136001,9,9,,False,False,True,True,True,True,True,116801,136001,True,18.52021426273813,p135,26.272184395679268,6.852303920644658,5.258291639275504,0.2608197254344633,0.20014672400595226
116801,136002,0,0,,False,False,True,True,True,True,True,116801,136002,True,18.53979542890043,p136,26.657452147399397,6.8065261333501095,5.2125138519809555,0.2553329588932275,0.19553683612218242
116801,136100,9,18,,False,False,True,True,True,True,True,116801,136100,True,18.39381641753816,p137,27.961792683712144,6.94261810982221,5.348605828453056,0.24828944940523479,0.19128265089987026
116801,136400,12,18,,False,False,True,True,True,True,False,116801,136400,True,17.76206503495408,p138,26.28795627445504,6.419091872533683,4.8250795911645294,0.24418375493006078,0.1835471552367589
116801,137701,0,0,,False,False,False,True,True,True,True,116801,137701,True,19.067361442582943,p139,27.523461652723203,6.8065261333501095,5.2125138519809555,0.24729905777228658,0.18938438477506056
116801,138501,15,21,,False,False,True,True,True,True,True,116801,138501,True,19.170943646862902,p140,27.89449028245089,6.928714255942214,5.33470197457306,0.24839006505529299,0.19124572345848717
116801,138700,0,0,,False,False,False,True,True,True,True,116801,138700,True,20.18163958145255,p141,28.927234721308505,8.51036706161765,6.916354780248496,0.29419912216319477,0.23909491684504985
116801,138800,0,0,,False,False,False,False,True,True,True,116801,138800,True,23.042445321442518,p142,37.314751883785775,10.68301689606284,8.196327409075835,0.2862947321567181,0.2196538096944268
116801,140300,0,6,,False,False,False,True,True,True,True,116801,140300,True,20.870649002999752,p143,30.310114556415254,9.984466825582393,8.390454544213236,0.32941039556279544,0.27682028481272647
116801,144201,9,9,,False,False,False,True,True,True,False,116801,144201,True,23.212478076409628,p144,34.72066239442922,7.005896014635514,5.41188373326636,0.20177886974182785,0.1558692536388555
116801,145500,0,6,,False,False,False,True,True,True,True,116801,145500,True,25.669438351310912,p145,37.20644827690498,9.984466825582393,8.390454544213236,0.2683531293090401,0.22551076312815949
116801,145900,24,24,,False,False,False,True,True,True,False,116801,145900,True,24.218790941273593,p146,37.6100358328886,7.324035057374704,5.73002277600555,0.19473618929578643,0.15235355800950487
116801,147700,6,12,,False,False,False,True,True,True,False,116801,147700,True,26.788761166331934,p147,41.96757079963785,10.1597340440251,8.526810927924814,0.24208534948400617,0.20317618497943643
116801,147900,12,15,,False,False,False,False,True,True,True,116801,147900,True,31.94072286888136,p148,49.32103263780221,11.390675770494878,5.0913688285959555,0.23094966105321305,0.10322916119752255
116801,150101,0,0,,False,False,False,False,True,True,False,116801,150101,True,28.895959965089396,p149,41.13863554297989,16.092175080081667,9.260055125204099,0.39116939265691614,0.2250938808004361
116801,152300,0,9,,False,False,False,False,False,False,False,116801,152300,False,30.267315092060198,p150,46.97137561825815,10.023424000568548,8.429411719199393,0.2133943038421971,0.17945848100567047
116801,157600,0,12,,False,False,False,False,True,True,False,116801,157600,True,36.312297973755015,p151,51.43603997737025,12.648431321235654,8.390454544213236,0.24590600922622435,0.16312403808506046
116900,117300,105,129,28.0,True,False,False,False,True,True,False,116900,117300,False,2.212434992055013,p152,2.921784663374376,0.34715826306978875,0.0,0.11881719670225624,0.0
116900,117400,9,12,58.0,False,False,False,False,True,True,True,116900,117400,False,3.742628109461866,p153,4.241485573615545,0.34715826306978875,0.0,0.08184827156534748,0.0
116900,117600,6,6,25.0,True,False,False,False,True,True,True,116900,117600,False,0.8112454367444726,p154,1.5723905670485203,0.0,0.0,0.0,0.0
116900,117700,6,9,25.0,True,False,False,False,True,True,True,116900,117700,False,1.235145773713431,p155,2.213506124400096,0.0,0.0,0.0,0.0
116900,118100,0,0,42.0,True,False,False,False,True,True,True,116900,118100,False,3.4449906210054904,p156,4.162423900094832,0.07441734556091341,0.0,0.01787836783255496,0.0
116900,118300,21,30,27.0,True,False,False,False,True,True,True,116900,118300,False,2.3177271713688596,p157,3.716839030903559,0.0,0.0,0.0,0.0
116900,118501,9,9,35.0,True,False,False,False,True,True,True,116900,118501,False,2.0803550686963637,p158,2.9691062947223705,0.0,0.0,0.0,0.0
116900,118600,213,228,53.0,False,False,False,False,True,True,True,116900,118600,False,3.712806098411444,p159,5.606308630828189,0.17566422213785934,0.0,0.03133331282760818,0.0
116900,118800,9,9,,False,False,False,False,True,True,True,116900,118800,False,15.318742641135024,p160,19.574061274082283,11.617269160450721,0.0,0.5935032591234897,0.0
116900,119201,0,6,,False,False,False,False,True,True,True,116900,119201,False,11.6729743450994,p161,16.570261628807973,8.092082867303274,0.0,0.4883497345168593,0.0
116900,119700,0,6,52.0,False,False,False,False,True,True,True,116900,119700,False,3.7147189537848715,p162,5.430074270991002,0.0,0.0,0.0,0.0
116900,120500,9,9,46.0,False,False,False,False,True,True,True,116900,120500,False,4.039175921607209,p163,5.738495410679536,0.0,0.0,0.0,0.0
116900,123100,0,0,56.0,False,False,False,False,True,True,True,116900,123100,False,8.08061381428314,p164,12.73132209897927,2.130807872193476,0.0,0.1673673681042374,0.0
116900,123500,57,63,49.0,False,False,False,False,True,True,True,116900,123500,False,7.873947001801985,p165,10.305015577441576,3.030193538333936,0.0,0.29405035980413735,0.0
116900,124000,9,9,57.0,False,False,False,False,True,True,True,116900,124000,False,8.341949374851744,p166,12.328683934696668,0.3565180472791508,0.0,0.028917770069179935,0.0
116900,124600,6,6,55.0,False,False,False,False,True,True,True,116900,124600,False,7.939280839313049,p167,11.847994806961639,3.030193538333936,0.0,0.25575581249862267,0.0
116900,125100,0,6,,False,False,False,False,True,True,True,116900,125100,True,18.10789922756542,p168,26.045509481228795,10.411230726248778,0.0,0.3997322737630544,0.0
116900,125900,6,9,55.0,False,False,False,False,True,True,True,116900,125900,False,8.285521772089599,p169,11.90778580004394,0.0,0.0,0.0,0.0
116900,126601,33,45,45.0,True,False,False,False,True,True,True,116900,126601,False,9.503236108050602,p170,12.630321594445373,0.0,0.0,0.0,0.0
